adapts,deltas,ns,train_losses,valid_losses
True,0.034,5,1.6552775799366897,2.4795077632264535
False,0.034,5,1.6333684594996551,2.5700043565379476
True,0.035,5,1.6612548087090893,2.4818454634157847
False,0.035,5,1.640408678344758,2.572126187981522
True,0.036,5,1.6671590329366657,2.4842205763909995
False,0.036,5,1.647362381917423,2.574291711756701
True,0.037,5,1.6729925209523326,2.4866292125707035
False,0.037,5,1.6542321968161413,2.5764966777824405
True,0.038,5,1.6787574248212556,2.4890678597610743
False,0.038,5,1.6610206183763256,2.5787372429867492
True,0.039,5,1.6844557885774871,2.491533340234054
False,0.039,5,1.66773001976246,2.581009925264188
True,0.04,5,1.6900895557136406,2.494022773520764
False,0.04,5,1.6743626602519643,2.5833115635466837
True,0.041,5,1.6956605760248922,2.496533544045988
False,0.041,5,1.680920692822189,2.5856392830531965
True,0.042,5,1.7011706118553964,2.499063272881421
False,0.042,5,1.6874061710776167,2.587990464948257
True,0.043,5,1.7066213438228237,2.5016097930153203
False,0.043,5,1.6938210556208346,2.590362719765152
True,0.044,5,1.7120143760681659,2.5041711276372696
False,0.044,5,1.7001672198951594,2.592753864057987
True,0.045,5,1.717351241074661,2.5067454710156087
False,0.045,5,1.7064464555621435,2.595161899831907
True,0.046,5,1.7226334041073854,2.509331171612879
False,0.046,5,1.7126604774605316,2.5975849963718094
True,0.047,5,1.727862267300233,2.511926717138597
False,0.047,5,1.718810928180025,2.6000214741479755
True,0.048,5,1.7330391734295432,2.514530721285122
False,0.048,5,1.7248993822902117,2.6024697905269347
True,0.049,5,1.738165409397887,2.5171419119287277
False,0.049,5,1.7309273502512954,2.604928527054428
True,0.05,5,1.743242209467244,2.5197591206109413
False,0.05,5,1.7368962820475866,2.6073963781124077
True,0.051,5,1.7482707582436752,2.5223812731412036
False,0.051,5,1.7428075705471195,2.6098721407798138
True,0.052,5,1.7532521934553638,2.5250073811832205
False,0.052,5,1.7486625546320171,2.612354705750244
True,0.053,5,1.758187608526817,2.5276365347082237
False,0.053,5,1.7544625221063357,2.6148430491807915
True,0.054,5,1.7630780549812084,2.530267895212013
False,0.054,5,1.7602087124083654,2.617336225362097
True,0.055,5,1.767924544666147,2.532900689608248
False,0.055,5,1.7659023191321772,2.6198333601153703
True,0.056,5,1.7727280518420123,2.535534204720324
False,0.056,5,1.771544492392231,2.622333644833442
True,0.057,5,1.777489515118504,2.5381677823051136
False,0.057,5,1.7771363410203038,2.624836331094065
True,0.058,5,1.7822098392733015,2.5408008145497196
False,0.058,5,1.7826789346327925,2.627340725782703
True,0.059,5,1.786889896944925,2.5434327399904073
False,0.059,5,1.7881733055555737,2.6298461866695946
True,0.06,5,1.7915305302258235,2.5460630398081587
False,0.06,5,1.7936204506368831,2.632352118392859
True,0.061,5,1.7961325521472122,2.5486912344610486
False,0.061,5,1.7990213329405758,2.634857968804645
True,0.062,5,1.8006967480779124,2.5513168806193303
False,0.062,5,1.8043768833441487,2.6373632256435915
True,0.063,5,1.8052238770330633,2.5539395683716615
False,0.063,5,1.809688002031286,2.6398674134998013
True,0.064,5,1.8097146729058875,2.5565589186751088
False,0.064,5,1.8149555599012968,2.6423700910429826
True,0.065,5,1.8141698456272204,2.5591745810253057
False,0.065,5,1.8201803998987258,2.6448708484881065
True,0.066,5,1.8185900822551495,2.561786231324506
False,0.066,5,1.8253633382607533,2.647369305274995
True,0.067,5,1.8229760479996149,2.564393569929049
False,0.067,5,1.830505165691555,2.6498651079417455
True,0.068,5,1.8273283871941162,2.5669963198587764
False,0.068,5,1.8356066484800135,2.6523579281730925
True,0.069,5,1.8316477242054408,2.5695942251532076
False,0.069,5,1.8406685295458738,2.6548474610076784
True,0.07,5,1.8359346642971468,2.5721870493607746
False,0.07,5,1.8456915294317364,2.6573334231891237
True,0.071,5,1.8401897944472791,2.5747745741494175
False,0.071,5,1.8506763472450856,2.659815551648658
True,0.072,5,1.8444136841124161,2.577356598026724
False,0.072,5,1.8556236615405621,2.6622936021063026
True,0.073,5,1.8486068859643965,2.5799329351604507
False,0.073,5,1.8605341311683306,2.664767347780685
True,0.074,5,1.8527699365719297,2.5825034142905343
False,0.074,5,1.8654083960622732,2.667236578198339
True,0.075,5,1.8569033570628752,2.5850678777241125
False,0.075,5,1.8702470780051208,2.6697010980926574
True,0.076,5,1.8610076537387015,2.587626180406953
False,0.076,5,1.8750507813398172,2.6721607263861764
True,0.077,5,1.8650833186637017,2.5901781890643947
False,0.077,5,1.8798200936502445,2.6746152952478504
True,0.078,5,1.8691308302254248,2.5927237814061788
False,0.078,5,1.8845555864126773,2.6770646492201613
True,0.079,5,1.8731506536621514,2.5952628453897804
False,0.079,5,1.8892578156065019,2.67950864440953
True,0.08,5,1.8771432415705507,2.597795278537096
False,0.08,5,1.8939273223019915,2.681947147734876
True,0.081,5,1.8811090343814951,2.600320987300789
False,0.081,5,1.8985646332167965,2.684380036229941
True,0.082,5,1.8850484608185878,2.6028398864756457
False,0.082,5,1.903170261243729,2.6868071963951277
True,0.083,5,1.8889619383302838,2.605351898651644
False,0.083,5,1.9077447059588792,2.6892285235940934
True,0.084,5,1.8928498735064387,2.607856953705471
False,0.084,5,1.9122884541018867,2.691643921492845
True,0.085,5,1.8967126624700643,2.610354988327405
False,0.085,5,1.9168019800343257,2.694053301536914
True,0.086,5,1.900550691253385,2.6128459455805317
False,0.086,5,1.9212857461797357,2.6964565824641538
True,0.087,5,1.9043643361594658,2.61532977449074
False,0.087,5,1.9257402034423299,2.6988536898508677
True,0.088,5,1.9081539641010057,2.617806429663634
False,0.088,5,1.9301657916039072,2.7012445556875107
True,0.089,5,1.9119199329279777,2.620275870928091
False,0.089,5,1.9345629397068977,2.7036291179834167
True,0.09,5,1.9156625917424788,2.62273806300295
False,0.09,5,1.9389320664220937,2.706007320396789
True,0.091,5,1.9193822811934622,2.625192975186171
False,0.091,5,1.943273580393568,2.708379111889364
True,0.092,5,1.92307933376535,2.6276405810641528
False,0.092,5,1.947587880575372,2.7107444464030657
True,0.093,5,1.9267540740514504,2.6300808582401634
False,0.093,5,1.951875356553991,2.7131032825576438
True,0.094,5,1.9304068190116637,2.6325137880804763
False,0.094,5,1.9561363888476286,2.715455583367644
True,0.095,5,1.9340378782263332,2.6349393554765386
False,0.095,5,1.9603713492056025,2.7178013159769594
True,0.096,5,1.9376475541376545,2.637357548622436
False,0.096,5,1.9645806008909896,2.7201404514104404
True,0.097,5,1.941236142272014,2.639768358806723
False,0.097,5,1.968764498941786,2.7224729643407213
True,0.098,5,1.944803931469628,2.6421717802169082
False,0.098,5,1.9729233904407344,2.724798832869538
True,0.099,5,1.9483512040906694,2.644567809756752
False,0.099,5,1.9770576147568468,2.7271180383226943
True,0.1,5,1.9518782362194371,2.646956446874422
False,0.1,5,1.981167503786484,2.7294305650573305
